screen_name,created_at,tweet_id,text,extended_tweet,in_reply_to_screen_name,in_reply_to_status_id,retweet_count,favorite_count,truncated,language
Paycom,2/6/2020 15:54,1.22545E+18,"According to @Gartner_inc, skills shortages are the main issue cited by HR leaders. Paycom's director of client lea… https://t.co/BospWfteRp","According to @Gartner_inc, skills shortages are the main issue cited by HR leaders. Paycom's director of client lea… https://t.co/BospWfteRp",,,2,5,,en
UnitedRentals,7/1/2020 20:02,1.27842E+18,Size + Power + Operations. Earthmoving math.https://t.co/BUjE72KTda https://t.co/qmbekiIs2e,Size + Power + Operations. Earthmoving math.https://t.co/BUjE72KTda https://t.co/qmbekiIs2e,,,0,2,,en
firstenergycorp,4/17/2020 19:01,1.25122E+18,Tomorrow is Lineman Appreciation Day! It looks a little different this year and we're more proud than ever of the m… https://t.co/4X31rjUoQI,Tomorrow is Lineman Appreciation Day! It looks a little different this year and we're more proud than ever of the m… https://t.co/4X31rjUoQI,,,18,22,,en
IntlPaperCo,4/27/2020 12:00,1.25474E+18,"Our team in Bogalusa, La., is taking action to address critical needs in its communities during the #COVID19 pandem… https://t.co/UNiIP9AV9J","Our team in Bogalusa, La., is taking action to address critical needs in its communities during the #COVID19 pandem… https://t.co/UNiIP9AV9J",,,6,16,,en
LamResearch,4/10/2020 16:30,1.24865E+18,"“While some robots are designed to work individually, for instance providing basic assistance in people's homes, ot… https://t.co/7SGqNyGlQZ","“While some robots are designed to work individually, for instance providing basic assistance in people's homes, ot… https://t.co/7SGqNyGlQZ",,,0,2,,en
Citi,4/30/2020 15:27,1.25588E+18,"To thank those keeping NYC safe, #Citi is proudly joining @Mastercard and @lyft to fund free annual @CitiBikeNYC me… https://t.co/EhVY0vnGOP","To thank those keeping NYC safe, #Citi is proudly joining @Mastercard and @lyft to fund free annual @CitiBikeNYC me… https://t.co/EhVY0vnGOP",,,18,72,,en
MGMResortsIntl,1/19/2020 22:58,1.21903E+18,There are only a few days remaining to visit Japanese Calligraphic Artist @sisyu8 during her residency at the Artis… https://t.co/I40WXpKoNQ,There are only a few days remaining to visit Japanese Calligraphic Artist @sisyu8 during her residency at the Artis… https://t.co/I40WXpKoNQ,,,1,20,,en
AmphenolPCD,1/31/2020 20:40,1.22335E+18,Short lead times on our Electronic Splices!  Designed to provide a quick &amp; efficient solution to customer wiring re… https://t.co/P4vqKI4i3T,Short lead times on our Electronic Splices!  Designed to provide a quick &amp; efficient solution to customer wiring re… https://t.co/P4vqKI4i3T,,,0,0,,en
illumina,5/8/2020 22:02,1.25888E+18,Meet the scientists and leaders using next generation sequencing to discover the answers to the world’s biggest que… https://t.co/bs51MuiS1Y,Meet the scientists and leaders using next generation sequencing to discover the answers to the world’s biggest que… https://t.co/bs51MuiS1Y,,,17,51,,en
ZionsBank,3/21/2020 23:44,1.24151E+18,"Effective 3/23 we will temporarily serve clients through drive-up teller window service only M-F, 10 am-4 pm. We ap… https://t.co/bIwNX2HNFD","Effective 3/23 we will temporarily serve clients through drive-up teller window service only M-F, 10 am-4 pm. We ap… https://t.co/bIwNX2HNFD",,,0,2,,en
MoodysInvSvc,3/26/2020 15:58,1.24321E+18,"Our outlook for the global beverage industry has been changed to stable from positive, as consumption patterns shif… https://t.co/kOyy4yNO42","Our outlook for the global beverage industry has been changed to stable from positive, as consumption patterns shif… https://t.co/kOyy4yNO42",,,5,4,,en
CabotOG,5/20/2020 20:30,1.26321E+18,Nurses at Tyler Memorial Hospital and Endless Mountains Health Systems provided some insight on how they are coping… https://t.co/r0tEjwoYDT,Nurses at Tyler Memorial Hospital and Endless Mountains Health Systems provided some insight on how they are coping… https://t.co/r0tEjwoYDT,,,0,0,,en
Akamai,5/27/2020 17:50,1.2657E+18,"Becoming increasingly popular is per-title encoding, where you create a unique ABR ladder for each asset. #EdgeLive… https://t.co/UNa8Y4vjTZ","Becoming increasingly popular is per-title encoding, where you create a unique ABR ladder for each asset. #EdgeLive… https://t.co/UNa8Y4vjTZ",,,0,3,,en
blackrock,2/20/2020 23:41,1.23064E+18,"PODCAST: How will the U.S. election shape markets? Mike Pyle, Global Chief Investment Strategist, shared what inves… https://t.co/5BwAkQ3yC2","PODCAST: How will the U.S. election shape markets? Mike Pyle, Global Chief Investment Strategist, shared what inves… https://t.co/5BwAkQ3yC2",,,3,10,,en
ConsumersEnergy,1/14/2020 21:00,1.21719E+18,Two red foxes have retained their beautiful – and essential – fur coats thanks to the care and commitment of our em… https://t.co/0uzJBHczLu,Two red foxes have retained their beautiful – and essential – fur coats thanks to the care and commitment of our em… https://t.co/0uzJBHczLu,,,2,6,,en
MotoSolutions,4/8/2020 14:13,1.24789E+18,"We’re helping hospitals, #PublicSafety agencies and major transportation networks share #COVID19 information with c… https://t.co/revHA9eF0n","We’re helping hospitals, #PublicSafety agencies and major transportation networks share #COVID19 information with c… https://t.co/revHA9eF0n",,,6,19,,en
DentsplySirona,5/20/2020 13:00,1.26309E+18,"Free live webinar: Ask me anything (…About Aligners) with Dr. Brent Bankhead

Thursday, May 21, 7 PM (CDT)… https://t.co/2LcneNJDQh","Free live webinar: Ask me anything (…About Aligners) with Dr. Brent Bankhead

Thursday, May 21, 7 PM (CDT)… https://t.co/2LcneNJDQh",,,0,1,,en
Lennar,4/28/2020 2:39,1.25496E+18,What do you love most about this open floorplan? #dreamhome #homesweethome https://t.co/hQkw7Cr3Jq https://t.co/3F4Bi22Twt,What do you love most about this open floorplan? #dreamhome #homesweethome https://t.co/hQkw7Cr3Jq https://t.co/3F4Bi22Twt,,,2,7,,en
XylemInc,4/11/2020 21:51,1.24909E+18,"Little drops of water make a mighty ocean: Xylem Emmaboda, Sweden, is utilizing 3-D printing and pump filters after… https://t.co/hqdtMduU1x","Little drops of water make a mighty ocean: Xylem Emmaboda, Sweden, is utilizing 3-D printing and pump filters after… https://t.co/hqdtMduU1x",,,5,25,,en
PeoplesUnited,5/13/2020 17:02,1.26062E+18,"Before you utilize our mobile P2P option, be sure to enroll your accounts in P2P in your online banking portal. Lea… https://t.co/lsgRGN8FzY","Before you utilize our mobile P2P option, be sure to enroll your accounts in P2P in your online banking portal. Lea… https://t.co/lsgRGN8FzY",,,1,0,,en
Adobe,2/27/2020 2:00,1.23285E+18,The coolest new ideas and technologies presented by our leading innovators—hosted by @chelseahandler! Don’t miss Sn… https://t.co/Xej4UrS0m0,The coolest new ideas and technologies presented by our leading innovators—hosted by @chelseahandler! Don’t miss Sn… https://t.co/Xej4UrS0m0,,,1,33,,en
ProcterGamble,1/7/2020 2:30,1.21437E+18,Live at @CES – join P&amp;G's Chief Brand Officer Marc Pritchard as he shares P&amp;G's roadmap to leading constructive dis… https://t.co/q4TgTORXAI,Live at @CES – join P&amp;G's Chief Brand Officer Marc Pritchard as he shares P&amp;G's roadmap to leading constructive dis… https://t.co/q4TgTORXAI,,,4,9,,en
ZebraTechnology,1/23/2020 21:45,1.22046E+18,Reduce medical errors and ensure treatments and medications are administered correctly with our patient identity so… https://t.co/SBhATrwcBe,Reduce medical errors and ensure treatments and medications are administered correctly with our patient identity so… https://t.co/SBhATrwcBe,,,2,1,,en
ViacomCBS,6/22/2020 22:31,1.27519E+18,#ViacomCBS CEO Bob Bakish joined thousands of employees around the world last week for our annual day of service. F… https://t.co/ug2YURHb3V,#ViacomCBS CEO Bob Bakish joined thousands of employees around the world last week for our annual day of service. F… https://t.co/ug2YURHb3V,,,4,18,,en
Intuit,3/5/2020 2:22,1.23539E+18,"How will the next wave of #5G connectivity enable #AI and #ML to transform the world in big ways? Ashok Srivastava,… https://t.co/1tOUpsu4zf","How will the next wave of #5G connectivity enable #AI and #ML to transform the world in big ways? Ashok Srivastava,… https://t.co/1tOUpsu4zf",,,32,242,,en
Equinix,1/8/2020 18:46,1.21498E+18,"The future of transportation needs interconnection. As connected mobility takes off at CES, avoiding traffic jams w… https://t.co/pV0dwGVlEq","The future of transportation needs interconnection. As connected mobility takes off at CES, avoiding traffic jams w… https://t.co/pV0dwGVlEq",,,3,6,,en
ZebraTechnology,3/2/2020 19:45,1.23457E+18,Our blog post discusses how retail executives are trying to figure out how to align AI and machine learning with th… https://t.co/Yte0aGDIuG,Our blog post discusses how retail executives are trying to figure out how to align AI and machine learning with th… https://t.co/Yte0aGDIuG,,,1,5,,en
JackHenryAssoc,5/19/2020 17:01,1.26279E+18,#GoodNewsTuesday Read about the Budapest orchestra that is helping those who are hard of hearing experience music.… https://t.co/43QWurCBGf,#GoodNewsTuesday Read about the Budapest orchestra that is helping those who are hard of hearing experience music.… https://t.co/43QWurCBGf,,,0,1,,en
DukeEnergy,6/1/2020 15:30,1.26748E+18,Today marks the official start of #HurricaneSeason. This year we've all learned you can never be too prepared for a… https://t.co/phCi3erHI4,Today marks the official start of #HurricaneSeason. This year we've all learned you can never be too prepared for a… https://t.co/phCi3erHI4,,,11,12,,en
FISGlobal,6/1/2020 16:30,1.26749E+18,We’re pleased to announce that FIS has officially completed its acquisition of Zenmonics. As a developer of intuiti… https://t.co/b7PGYCjFzV,We’re pleased to announce that FIS has officially completed its acquisition of Zenmonics. As a developer of intuiti… https://t.co/b7PGYCjFzV,,,30,82,,en
VarianMedSys,4/2/2020 16:03,1.24574E+18,"Join us Wednesday, April 8th to hear from Varian Product Managers Kristin Corey, JR Munini and Kevin Jordan on what… https://t.co/QTBui8fElA","Join us Wednesday, April 8th to hear from Varian Product Managers Kristin Corey, JR Munini and Kevin Jordan on what… https://t.co/QTBui8fElA",,,0,5,,en
FTI_Global,3/18/2020 6:00,1.24016E+18,"Three decades since the inception of the first ETF, the product is now more relevant than ever, according to our Ja… https://t.co/dBXnOtmX2h","Three decades since the inception of the first ETF, the product is now more relevant than ever, according to our Ja… https://t.co/dBXnOtmX2h",,,4,3,,en
Equinix,2/11/2020 22:30,1.22736E+18,Most girls &amp; young women describe themselves as being #creative but don’t see the potential to express that side of… https://t.co/0rmicOsHrB,Most girls &amp; young women describe themselves as being #creative but don’t see the potential to express that side of… https://t.co/0rmicOsHrB,,,4,6,,en
ANSYS,5/23/2020 20:00,1.26429E+18,Join us for our upcoming webinar to learn how stray losses in an induction machine can be modeled for the design of… https://t.co/YZZscoYj8A,Join us for our upcoming webinar to learn how stray losses in an induction machine can be modeled for the design of… https://t.co/YZZscoYj8A,,,1,5,,en
yumbrands,4/22/2020 15:10,1.25298E+18,"As #EarthDay marks 50 years, we’re thankful for our employees and community partners who are giving back to those i… https://t.co/8yiXi0YkCx","As #EarthDay marks 50 years, we’re thankful for our employees and community partners who are giving back to those i… https://t.co/8yiXi0YkCx",,,7,9,,en
Entergy,4/29/2020 16:59,1.25554E+18,“We're working quickly to make funds available to community partners serving vulnerable households to lessen the ec… https://t.co/tJMyXploNv,“We're working quickly to make funds available to community partners serving vulnerable households to lessen the ec… https://t.co/tJMyXploNv,,,0,0,,en
CMEGroup,1/13/2020 19:10,1.2168E+18,Our global head of equity index and alternative investment products shares his thoughts on the launch of options on… https://t.co/PVBmgZ7F4q,Our global head of equity index and alternative investment products shares his thoughts on the launch of options on… https://t.co/PVBmgZ7F4q,,,4,15,,en
F5Networks,5/27/2020 12:25,1.26562E+18,"#DevOps: F5ers Nik and Ziv walk you through Essential App Protect, purpose-built for developers to help reduce the… https://t.co/4Z5InFQ2LW","#DevOps: F5ers Nik and Ziv walk you through Essential App Protect, purpose-built for developers to help reduce the… https://t.co/4Z5InFQ2LW",,,2,1,,en
ADP,4/22/2020 20:45,1.25306E+18,Don't miss @lindam4076 on @Leapgen's NOW of Work podcast with @jasonaverbook as she discusses @ADP's newly released… https://t.co/KeeL7wBtaj,Don't miss @lindam4076 on @Leapgen's NOW of Work podcast with @jasonaverbook as she discusses @ADP's newly released… https://t.co/KeeL7wBtaj,,,4,9,,en
ANSYS,5/21/2020 20:00,1.26356E+18,We're officially 20 days away from the start of #SimulationWorld. Have you registered yet? https://t.co/Py03gnNBbK https://t.co/iL4u7gCkdv,We're officially 20 days away from the start of #SimulationWorld. Have you registered yet? https://t.co/Py03gnNBbK https://t.co/iL4u7gCkdv,,,1,3,,en
Cisco,1/16/2020 23:15,1.21795E+18,"The modern consumer’s expectations are changing, and retailers need to adapt. See what tech can help you stay ahead… https://t.co/44jnOPXiSa","The modern consumer’s expectations are changing, and retailers need to adapt. See what tech can help you stay ahead… https://t.co/44jnOPXiSa",,,7,19,,en
GileadSciences,1/13/2020 19:12,1.2168E+18,Chairman &amp; CEO Daniel O'Day spoke at #JPM20 this morning about Gilead's next chapter. Read more about what he had t… https://t.co/ishQkwXlY0,Chairman &amp; CEO Daniel O'Day spoke at #JPM20 this morning about Gilead's next chapter. Read more about what he had t… https://t.co/ishQkwXlY0,,,11,27,,en
WellsFargo,2/21/2020 21:35,1.23097E+18,We have reached settlements to resolve outstanding DOJ and SEC investigations related to historical Community Bank… https://t.co/YM5HTQ9tT1,We have reached settlements to resolve outstanding DOJ and SEC investigations related to historical Community Bank… https://t.co/YM5HTQ9tT1,,,7,30,,en
InsidePMI,1/30/2020 1:29,1.22269E+18,"Transformation “requires an honest look at where a company’s message and purpose disconnect, and how they can come… https://t.co/TeriLCTGN6","Transformation “requires an honest look at where a company’s message and purpose disconnect, and how they can come… https://t.co/TeriLCTGN6",,,0,5,,en
nielsen,1/31/2020 17:07,1.22329E+18,What do you plan to drink and snack on during #SuperBowl54? 🏈,What do you plan to drink and snack on during #SuperBowl54? 🏈,,,0,1,,en
MolsonCoors,1/17/2020 0:00,1.21796E+18,"Sliding through ""dry-ish"" January like... 
How's it going for you, folks? https://t.co/aGVY7vzp1n","Sliding through ""dry-ish"" January like... 
How's it going for you, folks? https://t.co/aGVY7vzp1n",,,5,36,,en
celanese,2/12/2020 15:30,1.22762E+18,Employees from our #Amsterdam office are celebrating five years as our European headquarters. Thank you to the incr… https://t.co/GAHBExj8f8,Employees from our #Amsterdam office are celebrating five years as our European headquarters. Thank you to the incr… https://t.co/GAHBExj8f8,,,0,3,,en
ZebraTechnology,6/25/2020 14:15,1.27616E+18,We're proud to be selected as one of IDG’s Insider Pro and Computerworld’s 2020 Best Places to Work in IT.… https://t.co/4ywgFf0DtJ,We're proud to be selected as one of IDG’s Insider Pro and Computerworld’s 2020 Best Places to Work in IT.… https://t.co/4ywgFf0DtJ,,,1,4,,en
salesforce,2/4/2020 16:00,1.22472E+18,"(･_･)っ did someone
(っ /
Lﾉ┘

   ∧ ___ ∧
⊂(・＿・)  say
  ヽ ⊂二/
  _/   /

／　　　　  　＼ personalized
|　 　●　　●   |  customer… https://t.co/LWBal2Empm","(･_･)っ did someone
(っ /
Lﾉ┘

   ∧ ___ ∧
⊂(・＿・)  say
  ヽ ⊂二/
  _/   /

／　　　　  　＼ personalized
|　 　●　　●   |  customer… https://t.co/LWBal2Empm",,,20,106,,ja
Akamai,1/22/2020 17:10,1.22003E+18,Get immediate access to advanced #threat intelligence and research to help protect against #cyberattacks.… https://t.co/zJFf2ziowR,Get immediate access to advanced #threat intelligence and research to help protect against #cyberattacks.… https://t.co/zJFf2ziowR,,,4,3,,en
unumnews,4/1/2020 22:00,1.24547E+18,It’s crucial to stay healthy as the threat of coronavirus spreads. Here’s some food for thought from Unum’s Laurie… https://t.co/Khj7X3Y7YN,It’s crucial to stay healthy as the threat of coronavirus spreads. Here’s some food for thought from Unum’s Laurie… https://t.co/Khj7X3Y7YN,,,19,1,,en
Verisk,1/1/2020 9:20,1.2123E+18,.@BuildFax research reveals how the probability of a #recession has shifted in 2019 and the impact it's felt from… https://t.co/EjtdIVwW5a,.@BuildFax research reveals how the probability of a #recession has shifted in 2019 and the impact it's felt from… https://t.co/EjtdIVwW5a,,,0,1,,en
F5Networks,5/10/2020 18:00,1.25954E+18,"#DevOps: F5ers Nik and Ziv walk you through Essential App Protect, purpose-built for developers to help reduce the… https://t.co/g5sb6yC2b2","#DevOps: F5ers Nik and Ziv walk you through Essential App Protect, purpose-built for developers to help reduce the… https://t.co/g5sb6yC2b2",,,2,1,,en
HomeDepot,1/2/2020 16:00,1.21277E+18,Be prepared for power outages and family camping trips with savings on select generators and outdoor power tools fr… https://t.co/Lbd09j3Wcz,Be prepared for power outages and family camping trips with savings on select generators and outdoor power tools fr… https://t.co/Lbd09j3Wcz,,,5,28,,en
HessCorporation,1/27/2020 16:30,1.22183E+18,"Hess has just been recognized as a leader in climate change stewardship for the eleventh consecutive year by @CDP,… https://t.co/q5BQedcjLM","Hess has just been recognized as a leader in climate change stewardship for the eleventh consecutive year by @CDP,… https://t.co/q5BQedcjLM",,,0,8,,en
SPGlobal,5/1/2020 13:00,1.25621E+18,"From @SPGMarketIntel: #COVID19 targets cells; bats, #coronavirus co-evolved; fighting cancer with math:… https://t.co/Npw6bRR07O","From @SPGMarketIntel: #COVID19 targets cells; bats, #coronavirus co-evolved; fighting cancer with math:… https://t.co/Npw6bRR07O",,,0,0,,en
CitizensBank,5/27/2020 13:17,1.26563E+18,Are you searching for tips on staying healthy during physical distancing? We understand that physical health impact… https://t.co/zZgOfvrhB2,Are you searching for tips on staying healthy during physical distancing? We understand that physical health impact… https://t.co/zZgOfvrhB2,,,1,3,,en
Gartner_inc,5/17/2020 20:30,1.26212E+18,A panel of Gartner experts outline short-term steps for protecting your organization’s resilience and continuity du… https://t.co/teIGbu3OaI,A panel of Gartner experts outline short-term steps for protecting your organization’s resilience and continuity du… https://t.co/teIGbu3OaI,,,1,2,,en
Paycom,3/31/2020 20:42,1.24509E+18,Need assistance managing your dispersed workforce? Paycom's Manager on-the-Go empowers leaders to complete critical… https://t.co/cRLUZ4rNwk,Need assistance managing your dispersed workforce? Paycom's Manager on-the-Go empowers leaders to complete critical… https://t.co/cRLUZ4rNwk,,,0,3,,en
DollarTree,2/29/2020 13:01,1.23374E+18,Experience easy elegance and shop our white beaded dinnerware collection in stores now! Stop in today because this… https://t.co/0IYoVVPrXV,Experience easy elegance and shop our white beaded dinnerware collection in stores now! Stop in today because this… https://t.co/0IYoVVPrXV,,,2,14,,en
Cognizant,6/16/2020 2:00,1.27271E+18,"We transitioned 3,000 of our associates across 40 global studios to a 100%, completely remote organization, in less… https://t.co/bkYzSBTKQ5","We transitioned 3,000 of our associates across 40 global studios to a 100%, completely remote organization, in less… https://t.co/bkYzSBTKQ5",,,3,21,,en
HCAhealthcare,5/10/2020 14:57,1.2595E+18,"Today kicks off #HospitalWeek2020! To each and every colleague throughout our organization, thank you for deliverin… https://t.co/bq9Ku2mZ8c","Today kicks off #HospitalWeek2020! To each and every colleague throughout our organization, thank you for deliverin… https://t.co/bq9Ku2mZ8c",,,2,11,,en
SPGlobal,4/4/2020 17:00,1.24648E+18,"From @SPGlobalPlatts: The number of global daily flights appears to have stabilized in April, radar data suggests,… https://t.co/U7hdey5b6z","From @SPGlobalPlatts: The number of global daily flights appears to have stabilized in April, radar data suggests,… https://t.co/U7hdey5b6z",,,0,1,,en
SPGlobal,3/27/2020 15:00,1.24355E+18,From @SPGMarketIntel @SPGMI_Panjiva: #Coronavirus #COVID19 cloud settles over solar power equipment supplies:… https://t.co/MyHtLAFrfe,From @SPGMarketIntel @SPGMI_Panjiva: #Coronavirus #COVID19 cloud settles over solar power equipment supplies:… https://t.co/MyHtLAFrfe,,,0,0,,en
IntlPaperCo,1/20/2020 13:00,1.21924E+18,"""Life's most persistent and urgent question is 'what are you doing for others?'"" – #MartinLutherKing

This #MLKDay,… https://t.co/zjyvMRgScr","""Life's most persistent and urgent question is 'what are you doing for others?'"" – #MartinLutherKing

This #MLKDay,… https://t.co/zjyvMRgScr",,,3,19,,en
MonsterEnergy,4/10/2020 21:42,1.24873E+18,"THE 🐐

#CrushQuarantine #MonsterEnergy https://t.co/S8pCqwdsuI","THE 🐐

#CrushQuarantine #MonsterEnergy https://t.co/S8pCqwdsuI",,,13,116,,und
Cognizant,1/9/2020 0:15,1.21506E+18,Choose an #AI Leader (chosen by @IDC) to be YOUR AI leader! Learn how the Cognizant Artificial Intelligence Practic… https://t.co/Hv5iKtDHTh,Choose an #AI Leader (chosen by @IDC) to be YOUR AI leader! Learn how the Cognizant Artificial Intelligence Practic… https://t.co/Hv5iKtDHTh,,,2,20,,en
ConEdison,2/19/2020 17:29,1.23018E+18,We have installed a large-scale battery near the North Shore of Staten Island to help keep service reliable when th… https://t.co/DxoNFjFAjO,We have installed a large-scale battery near the North Shore of Staten Island to help keep service reliable when th… https://t.co/DxoNFjFAjO,,,2,2,,en
nrgenergy,4/16/2020 13:00,1.25077E+18,"Join us at 11 AM ET for a live “Hispanic Stars in Action” webinar, featuring a discussion on leadership between… https://t.co/dyqRD8hSDi","Join us at 11 AM ET for a live “Hispanic Stars in Action” webinar, featuring a discussion on leadership between… https://t.co/dyqRD8hSDi",,,1,8,,en
PublicStorage,3/23/2020 20:00,1.24218E+18,".@EssenzialeHD shares seven unique ideas for creating your own #DIYvanity #DIY 
https://t.co/jHUoNr0z75",".@EssenzialeHD shares seven unique ideas for creating your own #DIYvanity #DIY 
https://t.co/jHUoNr0z75",,,0,0,,en
energyinsights,2/18/2020 22:14,1.22989E+18,#TuesdayTip: Don't let old lightbulbs take a toll on your energy budget. Upgrade your light fixtures to LEDs that u… https://t.co/9PDLGiQURu,#TuesdayTip: Don't let old lightbulbs take a toll on your energy budget. Upgrade your light fixtures to LEDs that u… https://t.co/9PDLGiQURu,,,1,3,,en
SVB_Financial,6/12/2020 16:26,1.27148E+18,"Though traditionally dominated by big companies, #startups are carving out a place for themselves in the #robotics… https://t.co/BoQ2o3thzF","Though traditionally dominated by big companies, #startups are carving out a place for themselves in the #robotics… https://t.co/BoQ2o3thzF",,,3,10,,en
IQVIA_global,6/20/2020 15:00,1.27436E+18,"Learn how to avoid #regulatorycompliance errors, delays and losses with an intelligent RIM management system with… https://t.co/9J0kb2a2oe","Learn how to avoid #regulatorycompliance errors, delays and losses with an intelligent RIM management system with… https://t.co/9J0kb2a2oe",,,2,4,,en
Oracle,2/13/2020 10:08,1.2279E+18,"“With Autonomous #Linux, we take care of the operating system so you can focus on your application.”
@WimOracle… https://t.co/CFlddpCpoE","“With Autonomous #Linux, we take care of the operating system so you can focus on your application.”
@WimOracle… https://t.co/CFlddpCpoE",,,13,23,,en
MoodysInvSvc,3/16/2020 15:49,1.23958E+18,"Analyst Neal Epstein weighs in following the US Federal Reserve’s second rate cut on money market funds, which inve… https://t.co/2nX9ciX5l0","Analyst Neal Epstein weighs in following the US Federal Reserve’s second rate cut on money market funds, which inve… https://t.co/2nX9ciX5l0",,,1,1,,en
KCCorp,4/29/2020 17:00,1.25554E+18,"Employees from our distribution center in Moscow are holding a sign that says ""Thank you to healthcare workers"" in… https://t.co/BMeL2y6ivl","Employees from our distribution center in Moscow are holding a sign that says ""Thank you to healthcare workers"" in… https://t.co/BMeL2y6ivl",,,1,5,,en
PulteHomes,3/5/2020 19:03,1.23564E+18,"On one of our favorite celebrations, #WomenInConstructionWeek, we are so proud to introduce women that add immeasur… https://t.co/TqiAy2yEdf","On one of our favorite celebrations, #WomenInConstructionWeek, we are so proud to introduce women that add immeasur… https://t.co/TqiAy2yEdf",,,0,4,,en
SPGlobal,3/19/2020 17:15,1.24069E+18,From @SPGlobalRatings: The @federalreserve's actions resulting from the #coronavirus #COVID19 crisis will further b… https://t.co/AkY9PXJigd,From @SPGlobalRatings: The @federalreserve's actions resulting from the #coronavirus #COVID19 crisis will further b… https://t.co/AkY9PXJigd,,,0,1,,en
AnthemInc,6/25/2020 15:42,1.27618E+18,We are leading efforts to simplify healthcare and improve the lives of the people we serve. See how in our 2019 Ann… https://t.co/sEovLgo3WV,We are leading efforts to simplify healthcare and improve the lives of the people we serve. See how in our 2019 Ann… https://t.co/sEovLgo3WV,,,0,4,,en
Hologic,2/11/2020 17:00,1.22728E+18,"In celebration of the @UN’s International Day of Women &amp; Girls in Science, we asked our colleagues to share advice… https://t.co/WBhAYlblqZ","In celebration of the @UN’s International Day of Women &amp; Girls in Science, we asked our colleagues to share advice… https://t.co/WBhAYlblqZ",,,1,2,,en
PublicStorage,1/22/2020 0:00,1.21977E+18,"Follow this neat tutorial from @Some_Turquoise to make these colorful #masonjar candles. https://t.co/HfTHSUFIgx
#DIY","Follow this neat tutorial from @Some_Turquoise to make these colorful #masonjar candles. https://t.co/HfTHSUFIgx
#DIY",,,0,1,,en
roberthalf,3/30/2020 19:15,1.2447E+18,How can you make connections with people through a webinar platform? How can you prioritize a virtual event that co… https://t.co/hi01cu3jvY,How can you make connections with people through a webinar platform? How can you prioritize a virtual event that co… https://t.co/hi01cu3jvY,,,11,6,,en
Assurant,3/6/2020 17:00,1.23597E+18,Couldn’t attend the #NADASHOW this year? No problem! Check out our blog to get the inside scoop on top trends and t… https://t.co/y9eqCIZJOO,Couldn’t attend the #NADASHOW this year? No problem! Check out our blog to get the inside scoop on top trends and t… https://t.co/y9eqCIZJOO,,,0,1,,en
ROKAutomation,3/24/2020 15:14,1.24247E+18,Need a second opinion? You don't have to go far. Check out the #onlineforum available in our Support Center to hear… https://t.co/7zofSMcLeE,Need a second opinion? You don't have to go far. Check out the #onlineforum available in our Support Center to hear… https://t.co/7zofSMcLeE,,,0,2,,en
nrgenergy,3/13/2020 19:04,1.23854E+18,"In celebration of #WomensHistoryMonth, we recognize the first woman employed as an engineer in the US - Edith Clark… https://t.co/LaMbY48sO3","In celebration of #WomensHistoryMonth, we recognize the first woman employed as an engineer in the US - Edith Clark… https://t.co/LaMbY48sO3",,,2,7,,en
BorgWarner,3/30/2020 13:08,1.24461E+18,"Chief Legal Officer and Secretary at BorgWarner Inc., Tonit Calaway, discusses
diversity and inclusion, leadership… https://t.co/qBDIjPCjgs","Chief Legal Officer and Secretary at BorgWarner Inc., Tonit Calaway, discusses
diversity and inclusion, leadership… https://t.co/qBDIjPCjgs",,,0,5,,en
BestBuy,3/16/2020 14:00,1.23955E+18,There is a discrepancy in spatial skills between boys and girls. See how we’re helping young women close the gap an… https://t.co/qoQ0MpaB0T,There is a discrepancy in spatial skills between boys and girls. See how we’re helping young women close the gap an… https://t.co/qoQ0MpaB0T,,,11,35,,en
Microsoft,1/9/2020 23:00,1.21541E+18,"A reliable internet connection is crucial for creating digital opportunities for all. 

Learn how our #Airband Init… https://t.co/vlfjzQanyK","A reliable internet connection is crucial for creating digital opportunities for all. 

Learn how our #Airband Init… https://t.co/vlfjzQanyK",,,39,150,,en
MicronTech,4/19/2020 18:00,1.25193E+18,"Proudly participating in the #SiliconValleyStrong effort to help provide vulnerable, low-income residents in Santa… https://t.co/lcYVGtjz8f","Proudly participating in the #SiliconValleyStrong effort to help provide vulnerable, low-income residents in Santa… https://t.co/lcYVGtjz8f",,,1,11,,en
SPGlobal,6/18/2020 21:00,1.27372E+18,From @SPGMarketIntel: India private-sector banks may need to up provisions as asset quality worsens:… https://t.co/pC9nEMZan5,From @SPGMarketIntel: India private-sector banks may need to up provisions as asset quality worsens:… https://t.co/pC9nEMZan5,,,0,1,,en
JohnDeere,1/28/2020 22:47,1.22229E+18,We get it John. You’re a leaping deer. We’re still not updating our logo. https://t.co/gTHVbQZD4T,We get it John. You’re a leaping deer. We’re still not updating our logo. https://t.co/gTHVbQZD4T,,,77,634,,en
Paycom,6/4/2020 20:36,1.26864E+18,"With a quick and seamless recruit-to-hire experience, Paycom’s Applicant Tracking tool helps keep prospective talen… https://t.co/bvEf7nYit6","With a quick and seamless recruit-to-hire experience, Paycom’s Applicant Tracking tool helps keep prospective talen… https://t.co/bvEf7nYit6",,,1,1,,en
salesforce,5/8/2020 0:00,1.25855E+18,"“There has to be a clear partnership between businesses, the government, &amp; our public health systems.""

That’s the… https://t.co/yBQoZXch1c","“There has to be a clear partnership between businesses, the government, &amp; our public health systems.""

That’s the… https://t.co/yBQoZXch1c",,,2,16,,en
